Restaurant Name,Country Code,City,Locality,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
Kites Cafe,1,Coimbatore,Peelamedu,Cafe,400,rupees,No,Yes,No,No,2,3.8,Yellow,Good,124,India
Zucca Pizzeria,1,Coimbatore,Peelamedu,Pizza,600,rupees,No,Yes,No,No,2,3.5,Yellow,Good,274,India
Burger Ka Baap,1,Coimbatore,Peelamedu,Fast Food,500,rupees,No,No,No,No,2,4.3,Green,Very Good,147,India
The Cascade Restaurant,1,Coimbatore,Peelamedu,Chinese,1200,rupees,No,Yes,No,No,3,4.1,Green,Very Good,243,India
24 Plus Cafe & Restaurant,1,Coimbatore,Podanur,"Continental, Fast Food, Desserts, Indian",450,rupees,No,No,No,No,2,3.8,Yellow,Good,24,India
Valarmathi Kongunaatu Samayal,1,Coimbatore,Race Course,"South Indian, Biryani",350,rupees,No,No,No,No,2,4.5,Dark Green,Excellent,380,India
Bird On Tree,1,Coimbatore,Race Course,"Continental, Chinese, Thai, Malaysian, North Indian",1200,rupees,No,No,No,No,3,3.8,Yellow,Good,221,India
Tim's Bistro,1,Coimbatore,Race Course,"North Indian, Continental",700,rupees,No,Yes,No,No,2,3.9,Yellow,Good,85,India
Batlivala & Khanabhoy,1,Coimbatore,Race Course,"Parsi, North Indian",1200,rupees,No,No,No,No,3,4.2,Green,Very Good,40,India
Cafe Totaram,1,Coimbatore,Race Course,"Cafe, Fast Food",600,rupees,No,Yes,No,No,2,4.0,Green,Very Good,132,India
Cream Centre,1,Coimbatore,Race Course,"North Indian, Chinese, Italian, Mexican",1000,rupees,No,No,No,No,3,4.0,Green,Very Good,203,India
On The Go,1,Coimbatore,Race Course,"Italian, North Indian, Desserts",1500,rupees,No,No,No,No,4,4.0,Green,Very Good,215,India
Sree Annapoorna,1,Coimbatore,RS Puram,"South Indian, North Indian, Chinese",400,rupees,No,No,No,No,2,4.3,Green,Very Good,225,India
That's Y Food,1,Coimbatore,RS Puram,"North Indian, Biryani",1400,rupees,No,No,No,No,3,4.2,Green,Very Good,299,India
CakeBee,1,Coimbatore,Saibaba Colony,"Bakery, Desserts",350,rupees,No,Yes,No,No,2,4.9,Dark Green,Excellent,200,India
Yari,1,Coimbatore,Saibaba Colony,"North Indian, Chinese, Street Food",700,rupees,No,No,No,No,2,4.2,Green,Very Good,221,India
Cream Stone,1,Coimbatore,"SMS Hotel, Peelamedu","Desserts, Ice Cream",300,rupees,No,No,No,No,1,4.3,Green,Very Good,161,India
Barbeque Nation,1,Coimbatore,Town Hall,"North Indian, European, Mediterranean",1400,rupees,No,No,No,No,3,4.4,Green,Very Good,505,India
The Punjabi Essence Restaurant,1,Dehradun,Chukkuwala,"North Indian, Chinese",800,rupees,No,No,No,No,3,3.6,Yellow,Good,102,India
Tirupati Restaurant,1,Dehradun,Chukkuwala,"South Indian, North Indian, Chinese",500,rupees,No,No,No,No,3,3.8,Yellow,Good,115,India
Anandam,1,Dehradun,Hathibarkala Salwala,"Desserts, North Indian, Chinese, South Indian, Fast Food, Street Food",650,rupees,No,No,No,No,3,3.9,Yellow,Good,141,India
Town Table Restaurant,1,Dehradun,Hathibarkala Salwala,"North Indian, Chinese, Continental",1000,rupees,No,No,No,No,4,3.9,Yellow,Good,173,India
Kalsang Friends Corner,1,Dehradun,Hathibarkala Salwala,"Chinese, Thai, Tibetan",750,rupees,No,No,No,No,3,4.2,Green,Very Good,406,India
The Great Indian Pub,1,Dehradun,Jakhan,North Indian,1500,rupees,No,No,No,No,4,4.9,Dark Green,Excellent,50,India
BMG - All Day Dining,1,Dehradun,Jakhan,"Chinese, North Indian, Fast Food",0,rupees,No,No,No,No,1,4.3,Green,Very Good,63,India
Punjab Grill,1,Dehradun,Jakhan,"Mughlai, North Indian",1250,rupees,No,No,No,No,4,4.0,Green,Very Good,98,India
TBistro,1,Dehradun,Karanpur,"North Indian, Chinese",550,rupees,No,No,No,No,3,3.8,Yellow,Good,230,India
Y Cafe & Restaurant,1,Dehradun,Karanpur,Cafe,500,rupees,No,No,No,No,3,4.0,Green,Very Good,94,India
Eddie's Patisserie,1,Dehradun,Krishna Nagar,Bakery,350,rupees,No,No,No,No,2,4.1,Green,Very Good,64,India
First Gear Cafe,1,Dehradun,Malsi,"Cafe, Chinese",700,rupees,No,No,No,No,3,3.9,Yellow,Good,131,India
Dunkin Donuts,1,Dehradun,"Pacific Mall, Jakhan","Burger, Desserts",600,rupees,No,No,No,No,3,3.9,Yellow,Good,101,India
Doon Darbar,1,Dehradun,Paltan Bazaar,"North Indian, Mughlai",600,rupees,No,No,No,No,3,3.9,Yellow,Good,121,India
Razzmatazz,1,Dehradun,Race Course,Cafe,400,rupees,No,No,No,No,2,3.9,Yellow,Good,39,India
Barbeque Nation,1,Dehradun,Rajpur,"North Indian, Mediterranean, Asian, Chinese",1600,rupees,No,No,No,No,4,4.4,Green,Very Good,66,India
Black Pepper Restaurant,1,Dehradun,Rajpur,"North Indian, Chinese",1200,rupees,No,No,No,No,4,4.0,Green,Very Good,175,India
Cafe Marigold,1,Dehradun,Rajpur,"Cafe, Chinese, Fast Food",500,rupees,No,No,No,No,3,4.1,Green,Very Good,104,India
Jalapenos,1,Dehradun,Rajpur,"Cafe, Mexican",500,rupees,No,No,No,No,3,4.2,Green,Very Good,68,India
Kalsang AMA Cafe,1,Dehradun,Rajpur,Cafe,600,rupees,No,No,No,No,3,4.2,Green,Very Good,89,India
Desire Foods,1,Faridabad,Badarpur Border,"Chinese, Fast Food, Bakery",250,rupees,No,No,No,No,1,2.9,Orange,Average,4,India
Knight Rock,1,Faridabad,Badarpur Border,"North Indian, Chinese",500,rupees,No,No,No,No,2,2.8,Orange,Average,16,India
Punjab Restaurant,1,Faridabad,Badarpur Border,North Indian,150,rupees,No,No,No,No,1,2.8,Orange,Average,8,India
Raju Dhaba,1,Faridabad,Badarpur Border,North Indian,150,rupees,No,No,No,No,1,2.9,Orange,Average,8,India
Rakheja Bakery,1,Faridabad,Badarpur Border,Bakery,100,rupees,No,No,No,No,1,2.8,Orange,Average,7,India
Snax Points,1,Faridabad,Badarpur Border,"Chinese, North Indian, Fast Food",300,rupees,No,No,No,No,1,3.0,Orange,Average,4,India
Aggarwal Sweet Corner,1,Faridabad,Badarpur Border,Mithai,100,rupees,No,No,No,No,1,0.0,White,Not rated,1,India
Kashyap Vaishno Dhaba,1,Faridabad,Badarpur Border,North Indian,100,rupees,No,No,No,No,1,0.0,White,Not rated,3,India
Total Food Court,1,Faridabad,Badarpur Border,"North Indian, Mughlai, Chinese",400,rupees,No,No,No,No,1,0.0,White,Not rated,3,India
The Chaiwalas,1,Faridabad,Badkal Lake,Cafe,300,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Cafe And More,1,Faridabad,Charmwood Village,"Fast Food, North Indian",300,rupees,No,No,No,No,1,2.9,Orange,Average,4,India
Green Chick Chop,1,Faridabad,Charmwood Village,"Raw Meats, North Indian, Fast Food",350,rupees,No,No,No,No,1,3.0,Orange,Average,7,India
Kolkata Hot Kathi Rolls,1,Faridabad,Charmwood Village,"Fast Food, Chinese",300,rupees,No,No,No,No,1,2.9,Orange,Average,11,India
Aapki Rasoi,1,Faridabad,Charmwood Village,North Indian,200,rupees,No,No,No,No,1,0.0,White,Not rated,1,India
Fusion Food Corner,1,Faridabad,Charmwood Village,"North Indian, Chinese",300,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Punjabi Rasoi,1,Faridabad,Charmwood Village,North Indian,400,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Kebab Xpress,1,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad","North Indian, Mughlai",600,rupees,No,Yes,No,No,2,2.8,Orange,Average,49,India
McDonald's,1,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad","Fast Food, Burger",500,rupees,No,No,No,No,2,3.4,Orange,Average,58,India
Suruchi,1,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad","North Indian, South Indian, Gujarati, Rajasthani",700,rupees,No,No,No,No,2,3.4,Orange,Average,233,India
Berco's,1,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad","Chinese, Thai",1100,rupees,No,Yes,No,No,3,3.8,Yellow,Good,508,India
Dunkin' Donuts,1,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad","Burger, Desserts, Fast Food",600,rupees,No,Yes,No,No,2,3.6,Yellow,Good,98,India
The Chocolate Room,1,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad","Cafe, Desserts",900,rupees,No,Yes,No,No,2,3.6,Yellow,Good,59,India
Baskin Robbin,1,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",Desserts,300,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Popcorn Fusion,1,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",Fast Food,200,rupees,No,No,No,No,1,0.0,White,Not rated,1,India
Subway,1,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad","American, Fast Food, Salad, Healthy Food",500,rupees,No,No,No,No,2,0.0,White,Not rated,2,India
KFC,1,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad","American, Fast Food, Burger",500,rupees,No,Yes,No,No,2,2.1,Red,Poor,57,India
Barbeque Nation,1,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",North Indian,1600,rupees,No,No,No,No,3,4.0,Green,Very Good,299,India
Yo! China,1,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",Chinese,1300,rupees,No,Yes,No,No,3,4.1,Green,Very Good,239,India
Giani's,1,Faridabad,"Crown Plaza Mall, Sector 15, Faridabad","Ice Cream, Desserts",400,rupees,No,No,No,No,1,3.2,Orange,Average,16,India
Momo-Cha,1,Faridabad,"Crown Plaza Mall, Sector 15, Faridabad",Fast Food,200,rupees,No,Yes,No,No,1,2.7,Orange,Average,16,India
Shree Rathnam,1,Faridabad,"Crown Plaza Mall, Sector 15, Faridabad","South Indian, North Indian, Chinese",800,rupees,No,Yes,No,No,2,3.4,Orange,Average,48,India
Mirage Restro Bar,1,Faridabad,"Crown Plaza Mall, Sector 15, Faridabad","North Indian, Mughlai",1000,rupees,Yes,No,No,No,3,2.4,Red,Poor,25,India
Jai Jagannath Hotel,1,Faridabad,Dayal Bagh,South Indian,200,rupees,No,No,No,No,1,0.0,White,Not rated,3,India
Gelato Vinto,1,Faridabad,"Eldeco Station 1 Mall, Sector 12, Faridabad","Desserts, Ice Cream",250,rupees,No,No,No,No,1,2.8,Orange,Average,12,India
Maggi Point,1,Faridabad,"Eldeco Station 1 Mall, Sector 12, Faridabad",Fast Food,200,rupees,No,No,No,No,1,0.0,White,Not rated,2,India
Angaar,1,Faridabad,"Hotel Saffron Kiran, Faridabad","North Indian, Chinese",1200,rupees,Yes,No,No,No,3,0.0,White,Not rated,0,India
TcozY,1,Faridabad,"Hotel Saffron Kiran, Faridabad",Cafe,1500,rupees,No,No,No,No,3,0.0,White,Not rated,0,India
The Retriever,1,Faridabad,"Hotel Saffron Kiran, Faridabad","North Indian, Mughlai, Chinese",1500,rupees,Yes,No,No,No,3,0.0,White,Not rated,0,India
Bangali Sweets & Restaurant,1,Faridabad,Indraprastha Colony,Mithai,100,rupees,No,No,No,No,1,0.0,White,Not rated,2,India
Silver,1,Faridabad,K Hotel,"North Indian, Chinese, Continental",1500,rupees,Yes,No,No,No,3,0.0,White,Not rated,3,India
Chill 'N Grill,1,Faridabad,NIT,North Indian,300,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Punjabi Restaurant,1,Faridabad,NIT,"North Indian, Mughlai",500,rupees,No,No,No,No,2,0.0,White,Not rated,0,India
Standard Chicken Point,1,Faridabad,NIT,Mughlai,500,rupees,No,No,No,No,2,0.0,White,Not rated,0,India
The Grillz & Gravy,1,Faridabad,NIT,"North Indian, Chinese",400,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Cakes 'n Bakes - Park Plaza,1,Faridabad,"Park Plaza, Sector 21, Faridabad",Bakery,1000,rupees,No,No,No,No,3,3.0,Orange,Average,15,India
Cafe Bite,1,Faridabad,"Parsavnath City Mall, Sector 12, Faridabad",Cafe,500,rupees,No,No,No,No,2,3.2,Orange,Average,19,India
Cafe Light,1,Faridabad,"Parsavnath City Mall, Sector 12, Faridabad","Cafe, Chinese, Fast Food",500,rupees,No,No,No,No,2,2.8,Orange,Average,8,India
Little Cafe,1,Faridabad,"Parsavnath City Mall, Sector 12, Faridabad","Fast Food, Beverages",300,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Momo-Cha,1,Faridabad,Sector 10,"North Indian, Chinese",450,rupees,No,No,No,No,1,2.8,Orange,Average,20,India
Oregano India,1,Faridabad,Sector 10,"Fast Food, Chinese, Italian",500,rupees,No,No,No,No,2,3.1,Orange,Average,11,India
Sagar Bakery,1,Faridabad,Sector 10,Bakery,150,rupees,No,No,No,No,1,3.0,Orange,Average,11,India
Smugglers,1,Faridabad,Sector 10,North Indian,450,rupees,No,Yes,No,No,1,3.1,Orange,Average,7,India
Welcome,1,Faridabad,Sector 10,"North Indian, Chinese",700,rupees,Yes,No,No,No,2,2.9,Orange,Average,13,India
Giani's,1,Faridabad,Sector 10,"Ice Cream, Desserts",400,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Invitation,1,Faridabad,Sector 10,North Indian,700,rupees,No,No,No,No,2,0.0,White,Not rated,3,India
New Dilight,1,Faridabad,Sector 10,"North Indian, Mughlai, Chinese",500,rupees,No,No,No,No,2,0.0,White,Not rated,0,India
Chimney,1,Faridabad,Sector 11,"North Indian, Mughlai, Chinese",800,rupees,Yes,Yes,No,No,2,3.3,Orange,Average,25,India
Chopstick,1,Faridabad,Sector 11,Chinese,300,rupees,No,No,No,No,1,3.0,Orange,Average,22,India
Hot & Tasty Chinese Food,1,Faridabad,Sector 11,"North Indian, Chinese",450,rupees,No,No,No,No,1,2.6,Orange,Average,26,India
Sanjha Chulha,1,Faridabad,Sector 11,"North Indian, Mughlai",700,rupees,No,Yes,No,No,2,2.9,Orange,Average,16,India
Frontier,1,Faridabad,Sector 12,Bakery,200,rupees,No,No,No,No,1,2.9,Orange,Average,7,India
Oxy Lounge,1,Faridabad,Sector 12,"North Indian, Chinese, Italian",1500,rupees,Yes,Yes,No,No,3,3.1,Orange,Average,28,India
City Dhaba,1,Faridabad,Sector 12,"North Indian, Chinese",550,rupees,No,No,No,No,2,0.0,White,Not rated,0,India
Garam Masala,1,Faridabad,Sector 12,"North Indian, Chinese",400,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Mittal Fast Food,1,Faridabad,Sector 12,Fast Food,100,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Al Bake,1,Faridabad,Sector 15,"North Indian, Chinese",600,rupees,No,Yes,No,No,2,3.2,Orange,Average,31,India
Anupam Sweet,1,Faridabad,Sector 15,"North Indian, South Indian, Chinese, Fast Food, Mithai",400,rupees,No,No,No,No,1,3.4,Orange,Average,70,India
Cafe Coffee Day,1,Faridabad,Sector 15,Cafe,450,rupees,No,No,No,No,1,3.3,Orange,Average,67,India
Chicago Pizza,1,Faridabad,Sector 15,Pizza,600,rupees,No,No,No,No,2,2.7,Orange,Average,35,India
Crispy Crust,1,Faridabad,Sector 15,"North Indian, Chinese, Fast Food",500,rupees,No,Yes,No,No,2,3.4,Orange,Average,22,India
Frontier,1,Faridabad,Sector 15,Bakery,200,rupees,No,No,No,No,1,3.3,Orange,Average,17,India
Gulab,1,Faridabad,Sector 15,"North Indian, South Indian, Fast Food, Street Food, Mithai",600,rupees,No,Yes,No,No,2,2.6,Orange,Average,39,India
Hunger Cure Express,1,Faridabad,Sector 15,"Fast Food, Beverages",500,rupees,No,No,No,No,2,3.3,Orange,Average,35,India
Maitre Patissier,1,Faridabad,Sector 15,Bakery,500,rupees,No,No,No,No,2,3.4,Orange,Average,35,India
Momo-Cha,1,Faridabad,Sector 15,"Chinese, Fast Food",400,rupees,No,No,No,No,1,2.7,Orange,Average,32,India
Nirula's,1,Faridabad,Sector 15,"Fast Food, Desserts, Ice Cream, Beverages",950,rupees,No,No,No,No,2,2.6,Orange,Average,14,India
The Grub House,1,Faridabad,Sector 15,"Cafe, North Indian, Chinese, Continental",600,rupees,No,No,No,No,2,2.7,Orange,Average,17,India
Twenty Four Seven,1,Faridabad,Sector 15,"Fast Food, North Indian",300,rupees,No,No,No,No,1,3.4,Orange,Average,35,India
Cafe Parmesan,1,Faridabad,Sector 15,Italian,1000,rupees,No,No,No,No,3,4.5,Dark Green,Excellent,799,India
Briosca,1,Faridabad,Sector 15,"Bakery, Fast Food",400,rupees,No,Yes,No,No,1,3.6,Yellow,Good,62,India
Burger Point,1,Faridabad,Sector 15,"Burger, Fast Food",300,rupees,No,Yes,No,No,1,3.5,Yellow,Good,24,India
Cafe Grub Up,1,Faridabad,Sector 15,"Cafe, American, Mexican, Italian, Thai",900,rupees,Yes,No,No,No,2,3.8,Yellow,Good,134,India
Cakes At Bhawanas,1,Faridabad,Sector 15,Bakery,400,rupees,No,No,No,No,1,3.5,Yellow,Good,26,India
Chaudhary Bhojnalaya,1,Faridabad,Sector 15,North Indian,400,rupees,No,No,No,No,1,3.6,Yellow,Good,93,India
Chickenette,1,Faridabad,Sector 15,"Raw Meats, North Indian, Chinese, Fast Food",650,rupees,No,No,No,No,2,3.7,Yellow,Good,280,India
Giani,1,Faridabad,Sector 15,"Ice Cream, Desserts",400,rupees,No,No,No,No,1,3.6,Yellow,Good,70,India
Green Chick Chop,1,Faridabad,Sector 15,"Raw Meats, North Indian, Fast Food",350,rupees,No,No,No,No,1,3.5,Yellow,Good,31,India
Hash Stix,1,Faridabad,Sector 15,Fast Food,250,rupees,No,No,No,No,1,3.6,Yellow,Good,25,India
Juice On Go,1,Faridabad,Sector 15,"Juices, Beverages",150,rupees,No,No,No,No,1,3.5,Yellow,Good,18,India
Keventers,1,Faridabad,Sector 15,Beverages,400,rupees,No,No,No,No,1,3.6,Yellow,Good,27,India
MD's Kebabs & Curries,1,Faridabad,Sector 15,"North Indian, Mughlai, Chinese",750,rupees,No,Yes,No,No,2,3.8,Yellow,Good,27,India
Perfect Bake,1,Faridabad,Sector 15,"Bakery, Fast Food",400,rupees,No,No,No,No,1,3.5,Yellow,Good,39,India
Perfect Bake,1,Faridabad,Sector 15,"Bakery, Fast Food",400,rupees,No,No,No,No,1,3.6,Yellow,Good,126,India
Sethi's Delicacy,1,Faridabad,Sector 15,"Fast Food, Bakery",150,rupees,No,No,No,No,1,3.8,Yellow,Good,75,India
Subway,1,Faridabad,Sector 15,"American, Fast Food, Salad, Healthy Food",500,rupees,No,No,No,No,2,3.5,Yellow,Good,143,India
Caf愆 Bogchi,1,Faridabad,Sector 15,"Cafe, Italian, Mexican, Continental",650,rupees,No,Yes,No,No,2,4.1,Green,Very Good,153,India
Ashoka Restaurant,1,Faridabad,Sector 16,North Indian,400,rupees,No,No,No,No,1,2.9,Orange,Average,43,India
Baskin Robbins,1,Faridabad,Sector 16,Ice Cream,300,rupees,No,Yes,No,No,1,2.9,Orange,Average,4,India
China Hot Pot,1,Faridabad,Sector 16,"Chinese, Fast Food",400,rupees,No,No,No,No,1,2.5,Orange,Average,25,India
Handi Chhadeyan Di,1,Faridabad,Sector 16,North Indian,400,rupees,No,No,No,No,1,3.1,Orange,Average,26,India
Hungrill,1,Faridabad,Sector 16,"North Indian, Chinese, Continental",500,rupees,No,No,No,No,2,3.0,Orange,Average,4,India
Kant Khana Khazana,1,Faridabad,Sector 16,North Indian,250,rupees,No,No,No,No,1,3.4,Orange,Average,22,India
Open Yard,1,Faridabad,Sector 16,"North Indian, Chinese, Continental",800,rupees,Yes,No,No,No,2,3.3,Orange,Average,14,India
Recipe Badshah,1,Faridabad,Sector 16,North Indian,300,rupees,No,No,No,No,1,3.1,Orange,Average,8,India
The Chai Cafe,1,Faridabad,Sector 16,"Cafe, Chinese",400,rupees,No,No,No,No,1,3.1,Orange,Average,8,India
Apna Restaurant,1,Faridabad,Sector 16,North Indian,400,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Chaudhary Chaap & Chinese,1,Faridabad,Sector 16,"Chinese, North Indian",300,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Chings Chinese,1,Faridabad,Sector 16,Chinese,300,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Food On Wheels,1,Faridabad,Sector 16,Chinese,300,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Gulshan Hotel,1,Faridabad,Sector 16,North Indian,250,rupees,No,No,No,No,1,0.0,White,Not rated,2,India
Maa Kali Foods,1,Faridabad,Sector 16,Chinese,250,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
The Street Kitchen,1,Faridabad,Sector 16,"North Indian, Chinese",400,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
United Kitchen,1,Faridabad,Sector 16,Fast Food,500,rupees,No,No,No,No,2,0.0,White,Not rated,0,India
Eat N Treat,1,Faridabad,Sector 17,"Chinese, North Indian",400,rupees,No,No,No,No,1,2.8,Orange,Average,20,India
Hotel Ekant,1,Faridabad,Sector 17,"North Indian, Mughlai, Chinese",700,rupees,No,No,No,No,2,2.7,Orange,Average,39,India
Momo-Cha,1,Faridabad,Sector 17,"North Indian, Chinese",600,rupees,No,Yes,No,No,2,2.7,Orange,Average,56,India
Paradise Inn,1,Faridabad,Sector 17,"North Indian, Mughlai, Chinese",500,rupees,No,No,No,No,2,2.7,Orange,Average,43,India
Red Chilli,1,Faridabad,Sector 17,Chinese,300,rupees,No,No,No,No,1,2.8,Orange,Average,9,India
Shiv Restaurant,1,Faridabad,Sector 17,North Indian,400,rupees,No,No,No,No,1,2.7,Orange,Average,20,India
Sohan Sweets & Namkeen,1,Faridabad,Sector 17,Mithai,100,rupees,No,No,No,No,1,3.2,Orange,Average,41,India
The Binge Box Cafe,1,Faridabad,Sector 17,Cafe,500,rupees,No,No,No,No,2,3.4,Orange,Average,18,India
Tmos Moving Feast,1,Faridabad,Sector 17,"Chinese, North Indian",700,rupees,No,Yes,No,No,2,3.3,Orange,Average,76,India
Tmos Cafe Corner,1,Faridabad,Sector 17,Cafe,700,rupees,Yes,Yes,No,No,2,0.0,White,Not rated,1,India
Parkash Dhaba,1,Faridabad,Sector 19,"North Indian, Chinese",200,rupees,No,No,No,No,1,3.0,Orange,Average,6,India
Sanjha Chulha,1,Faridabad,Sector 19,"North Indian, Mughlai",700,rupees,No,Yes,No,No,2,3.3,Orange,Average,219,India
Hareram Bikanerzaika,1,Faridabad,Sector 21,"Mithai, Street Food",200,rupees,No,No,No,No,1,2.8,Orange,Average,11,India
Kulcha Paaji,1,Faridabad,Sector 21,Street Food,100,rupees,No,No,No,No,1,3.1,Orange,Average,12,India
Shree Bikaner Misthan Bhandar,1,Faridabad,Sector 21,"Street Food, South Indian, Mithai",350,rupees,No,No,No,No,1,2.8,Orange,Average,13,India
"The Hub - Gourmet, Bakers & More",1,Faridabad,Sector 21,"Bakery, Fast Food",200,rupees,No,No,No,No,1,3.0,Orange,Average,7,India
Anand Dhaba,1,Faridabad,Sector 21,North Indian,200,rupees,No,No,No,No,1,0.0,White,Not rated,1,India
Bikaneri Sweets & Restaurant,1,Faridabad,Sector 21,"Mithai, North Indian",250,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Delicieux Ice Cream Rolls,1,Faridabad,Sector 21,"Ice Cream, Desserts, Beverages",400,rupees,No,No,No,No,1,0.0,White,Not rated,1,India
Flying Tandoor,1,Faridabad,Sector 21,"North Indian, Fast Food",300,rupees,No,No,No,No,1,0.0,White,Not rated,3,India
Food Station,1,Faridabad,Sector 21,"North Indian, Mughlai, Chinese",400,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Grub Hub,1,Faridabad,Sector 21,Asian,500,rupees,No,No,No,No,2,0.0,White,Not rated,1,India
Punjabi Chulha,1,Faridabad,Sector 21,North Indian,300,rupees,No,No,No,No,1,0.0,White,Not rated,3,India
Purani Dilli Da Swad,1,Faridabad,Sector 21,"Street Food, Fast Food",100,rupees,No,No,No,No,1,0.0,White,Not rated,2,India
The BBQ Garden,1,Faridabad,Sector 21,"North Indian, Seafood",700,rupees,Yes,No,No,No,2,0.0,White,Not rated,0,India
The Chaiwalas,1,Faridabad,Sector 21,Cafe,300,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Funk House Cafe,1,Faridabad,Sector 28,"Cafe, Italian, Salad",650,rupees,No,Yes,No,No,2,2.6,Orange,Average,15,India
Shiksha Fast Food,1,Faridabad,Sector 28,"Fast Food, Chinese",200,rupees,No,No,No,No,1,2.9,Orange,Average,5,India
Hungry Head,1,Faridabad,Sector 28,"Street Food, Fast Food",200,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Tandoori Hut,1,Faridabad,Sector 28,North Indian,400,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
